repo	in_catalog	in_repo_search	in_code_search	code_hit_count	stars	archived	updated_at	html_url
kevinahuber/LOLCATFUNYAY	no	yes	no	0	0	no	2015-07-08T16:45:58Z	https://github.com/kevinahuber/LOLCATFUNYAY
keyos7824/shom	no	yes	no	0	0	no	2017-11-09T12:39:57Z	https://github.com/keyos7824/shom
komradehieu/kali-linux-dotfiles	no	yes	no	0	0	no	2022-06-01T03:54:38Z	https://github.com/komradehieu/kali-linux-dotfiles
kuroyrd/Byhub	no	yes	no	0	0	no	2025-08-15T07:46:12Z	https://github.com/kuroyrd/Byhub
kuroyrd/Byhub-	no	yes	no	0	0	no	2025-08-15T07:36:55Z	https://github.com/kuroyrd/Byhub-
kuroyrd/Byhub-.	no	yes	no	0	0	no	2025-08-15T08:04:01Z	https://github.com/kuroyrd/Byhub-.
kuroyrd/Byhub.lol-	no	yes	no	0	0	no	2025-08-15T07:29:52Z	https://github.com/kuroyrd/Byhub.lol-
kuroyrd/Byhub.lol.-	no	yes	no	0	0	no	2025-08-15T07:34:17Z	https://github.com/kuroyrd/Byhub.lol.-
kylemacey/hellolololol	no	yes	no	0	0	no	2020-07-23T15:25:45Z	https://github.com/kylemacey/hellolololol
kz2d/github-test	no	yes	no	0	0	no	2021-10-16T16:00:11Z	https://github.com/kz2d/github-test
laudima/Cripto-Practica4	no	yes	no	0	0	no	2024-09-09T23:28:10Z	https://github.com/laudima/Cripto-Practica4
lazer93/lazer-script	no	yes	no	0	0	no	2025-07-16T07:54:30Z	https://github.com/lazer93/lazer-script
lbarry00/LOL	no	yes	no	0	0	no	2018-12-03T21:16:45Z	https://github.com/lbarry00/LOL
lilyofthealley/things	no	yes	no	0	0	no	2025-02-17T22:31:01Z	https://github.com/lilyofthealley/things
lolcodepp/gopherd.lol	no	yes	no	0	0	no	2018-08-22T06:41:53Z	https://github.com/lolcodepp/gopherd.lol
lolcodepp/httpd.lol	no	yes	no	0	0	no	2018-08-22T06:45:49Z	https://github.com/lolcodepp/httpd.lol
lolcodepp/sketches	no	yes	no	0	0	no	2018-08-22T06:42:37Z	https://github.com/lolcodepp/sketches
lolphantomm/phantommm	no	yes	no	0	0	no	2024-12-12T02:40:13Z	https://github.com/lolphantomm/phantommm
mac2115/Criminality	no	yes	no	0	0	no	2024-03-12T15:27:55Z	https://github.com/mac2115/Criminality
maddi-source/auto-dhc-farm-mad.lol	no	yes	no	0	0	no	2026-02-14T21:04:36Z	https://github.com/maddi-source/auto-dhc-farm-mad.lol
maddiesloadstrings/MAD.LOLrevamp	no	yes	no	0	0	no	2025-11-17T11:23:49Z	https://github.com/maddiesloadstrings/MAD.LOLrevamp
maddyb99/lolcode	no	yes	no	0	0	no	2020-08-22T22:43:18Z	https://github.com/maddyb99/lolcode
mainluaa/Bypass	no	yes	no	0	0	no	2026-02-22T16:35:27Z	https://github.com/mainluaa/Bypass
maji-lolxd/script	no	yes	no	0	0	no	2024-07-07T13:30:24Z	https://github.com/maji-lolxd/script
manisha069/Even-Odd-LOLCODE	no	yes	no	0	0	no	2021-04-03T18:23:49Z	https://github.com/manisha069/Even-Odd-LOLCODE
matauranz/NigelPitts	no	yes	no	0	0	no	2020-10-19T13:28:02Z	https://github.com/matauranz/NigelPitts
mburnayev/LOLCODE-networking	no	yes	no	0	0	no	2024-09-10T22:22:31Z	https://github.com/mburnayev/LOLCODE-networking
murilo-cunha/lol	no	yes	no	0	0	no	2023-06-30T09:40:59Z	https://github.com/murilo-cunha/lol
mwango-phoenix/tic-tac-toe	no	yes	no	0	0	no	2022-10-23T19:03:27Z	https://github.com/mwango-phoenix/tic-tac-toe
nchammer/adventofcode2019_lolcode	no	yes	no	0	0	no	2021-02-08T08:59:38Z	https://github.com/nchammer/adventofcode2019_lolcode
nicky-cyber/skoletest	no	yes	no	0	0	no	2021-01-29T12:07:39Z	https://github.com/nicky-cyber/skoletest
nijerboy69/mm	no	yes	no	0	0	no	2024-06-07T19:06:36Z	https://github.com/nijerboy69/mm
nina-vyedin-simplisafe/agentic-workshop	no	yes	no	0	0	no	2026-02-04T16:19:29Z	https://github.com/nina-vyedin-simplisafe/agentic-workshop
nitro404/Dank_Nukem_420	no	yes	no	0	0	no	2023-04-16T16:20:55Z	https://github.com/nitro404/Dank_Nukem_420
nzvww/nzvwlol	no	yes	no	0	0	no	2024-05-01T10:21:38Z	https://github.com/nzvww/nzvwlol
ocrossi/learn_git	no	yes	no	0	0	no	2020-10-07T07:33:47Z	https://github.com/ocrossi/learn_git
ofekih/lolcode	no	yes	no	0	0	no	2018-04-25T18:54:43Z	https://github.com/ofekih/lolcode
okrayv/acer	no	yes	no	0	0	no	2024-07-11T08:37:53Z	https://github.com/okrayv/acer
okrayv/alysum.lol	no	yes	no	0	0	no	2024-07-09T22:45:42Z	https://github.com/okrayv/alysum.lol
orchardstreet/LOLCODE-IRC-client	no	yes	no	0	0	no	2022-09-21T19:25:16Z	https://github.com/orchardstreet/LOLCODE-IRC-client
ottania/PENNAPPS	no	yes	no	0	0	no	2018-09-09T13:04:55Z	https://github.com/ottania/PENNAPPS
pallaspa/Webmail-Update	no	yes	no	0	0	no	2025-12-22T19:55:15Z	https://github.com/pallaspa/Webmail-Update
pallaspa/ssa	no	yes	no	0	0	no	2025-12-21T21:03:22Z	https://github.com/pallaspa/ssa
parthks/undergroundz	no	yes	no	0	0	no	2017-11-19T21:19:36Z	https://github.com/parthks/undergroundz
patnc/patnc.modified	no	yes	no	0	0	no	2024-11-10T18:46:44Z	https://github.com/patnc/patnc.modified
pdtxie/esolang-decal	no	yes	no	0	0	no	2024-05-12T06:25:08Z	https://github.com/pdtxie/esolang-decal
phovg/Mad.LOL_	no	yes	no	0	0	no	2025-02-22T21:07:34Z	https://github.com/phovg/Mad.LOL_
purplesstrat/altstore	no	yes	no	0	0	no	2025-05-27T09:41:13Z	https://github.com/purplesstrat/altstore
pyhlol/sandcastle.lol	no	yes	no	0	0	no	2024-09-08T09:29:08Z	https://github.com/pyhlol/sandcastle.lol
r200256/remote-test	no	yes	no	0	0	no	2018-12-09T14:43:48Z	https://github.com/r200256/remote-test
r200256/test_lol	no	yes	no	0	0	no	2018-12-05T16:29:33Z	https://github.com/r200256/test_lol
r3dddcr12111m/r3dcr1mdur	no	yes	no	0	0	no	2025-01-07T21:33:06Z	https://github.com/r3dddcr12111m/r3dcr1mdur
rafelk35/dahood	no	yes	no	0	0	no	2025-07-05T18:16:17Z	https://github.com/rafelk35/dahood
rahmat225/gtw-anjir	no	yes	no	0	0	no	2020-12-11T12:03:23Z	https://github.com/rahmat225/gtw-anjir
rayanes3/dahood	no	yes	no	0	0	no	2025-07-10T21:01:18Z	https://github.com/rayanes3/dahood
redarcel0-creator/Nav.LOL	no	yes	no	0	0	no	2025-10-25T07:33:37Z	https://github.com/redarcel0-creator/Nav.LOL
redarcel0-creator/Nav.LOL-	no	yes	no	0	0	no	2025-11-22T11:17:12Z	https://github.com/redarcel0-creator/Nav.LOL-
regnisier/Fizzbuzz	no	yes	no	0	0	no	2021-02-07T20:03:48Z	https://github.com/regnisier/Fizzbuzz
reloadercf/repasoJavaScript	no	yes	no	0	0	no	2019-06-29T20:34:08Z	https://github.com/reloadercf/repasoJavaScript
ritchie229/trainer	no	yes	no	0	0	no	2025-11-07T21:42:29Z	https://github.com/ritchie229/trainer
rmartyna/LOLCODE-examples	no	yes	no	0	0	no	2016-05-21T11:42:05Z	https://github.com/rmartyna/LOLCODE-examples
rollen1/lolcode	no	yes	no	0	0	no	2022-11-17T18:22:12Z	https://github.com/rollen1/lolcode
ryt1235yt-arch/No	no	yes	no	0	0	no	2026-02-19T19:31:20Z	https://github.com/ryt1235yt-arch/No
sagpkkp3ako0sgjkoji4o-jdia-giresjghdsh/f	no	yes	no	0	0	no	2024-12-01T10:24:01Z	https://github.com/sagpkkp3ako0sgjkoji4o-jdia-giresjghdsh/f
sagpkkp3ako0sgjkoji4o-jdia-giresjghdsh/pizdec	no	yes	no	0	0	no	2024-11-27T14:03:03Z	https://github.com/sagpkkp3ako0sgjkoji4o-jdia-giresjghdsh/pizdec
sailol1/Sai.lol-trial-camlock	no	yes	no	0	0	no	2025-01-04T12:13:25Z	https://github.com/sailol1/Sai.lol-trial-camlock
sailol1/Sai.lolxd	no	yes	no	0	0	no	2025-01-10T23:50:03Z	https://github.com/sailol1/Sai.lolxd
sampoder/esolangs	no	yes	no	0	0	no	2024-02-02T21:17:10Z	https://github.com/sampoder/esolangs
samu63cs/DSiHacker	no	yes	no	0	0	no	2022-09-15T00:26:22Z	https://github.com/samu63cs/DSiHacker
selsei/tn-archive	no	yes	no	0	0	no	2026-02-01T06:16:52Z	https://github.com/selsei/tn-archive
selujum/Test	no	yes	no	0	0	no	2015-05-22T16:28:19Z	https://github.com/selujum/Test
shakar60/WestBound	no	yes	no	0	0	no	2025-06-20T13:33:12Z	https://github.com/shakar60/WestBound
shiloisbetter/hi	no	yes	no	0	0	no	2025-03-17T07:03:42Z	https://github.com/shiloisbetter/hi
sigmalua/doge.lol	no	yes	no	0	0	no	2024-12-29T20:06:39Z	https://github.com/sigmalua/doge.lol
sintexxy/Whitelists	no	yes	no	0	0	no	2025-03-02T19:43:07Z	https://github.com/sintexxy/Whitelists
sizerdev/sizereeererrrer	no	yes	no	0	0	no	2024-04-10T12:57:45Z	https://github.com/sizerdev/sizereeererrrer
skibiditoiletriz/spooky.lol	no	yes	no	0	0	no	2024-07-13T18:15:52Z	https://github.com/skibiditoiletriz/spooky.lol
skleenn/calkulatur	no	yes	no	0	0	no	2023-07-17T04:21:28Z	https://github.com/skleenn/calkulatur
spicebag/cursed-code	no	yes	no	0	0	no	2024-02-04T23:43:43Z	https://github.com/spicebag/cursed-code
ssuksawat/LOLTACTOE	no	yes	no	0	0	no	2015-04-25T21:42:50Z	https://github.com/ssuksawat/LOLTACTOE
surv-is-a-dev/surv-is-a-dev.github.io	no	yes	no	0	0	no	2026-03-06T15:26:06Z	https://github.com/surv-is-a-dev/surv-is-a-dev.github.io
sweetx2apple/lolcode	no	yes	no	0	0	no	2021-03-24T09:51:11Z	https://github.com/sweetx2apple/lolcode
tanabesan/lolbeans	no	yes	no	0	0	no	2026-03-10T20:06:30Z	https://github.com/tanabesan/lolbeans
taprapka/lolcode	no	yes	no	0	0	no	2026-03-11T15:08:16Z	https://github.com/taprapka/lolcode
technoi7/ticTacToeLOLCODE	no	yes	no	0	0	no	2021-12-27T06:46:27Z	https://github.com/technoi7/ticTacToeLOLCODE
theFox6/LOLCoinz	no	yes	no	0	0	no	2019-07-15T09:18:45Z	https://github.com/theFox6/LOLCoinz
toastyt0ast/-1234567890--qwertyuiop-asdfghjkl-zxcvbnm-.-	no	yes	no	0	0	no	2024-05-02T20:46:43Z	https://github.com/toastyt0ast/-1234567890--qwertyuiop-asdfghjkl-zxcvbnm-.-
tpayet/azurecitest	no	yes	no	0	0	no	2019-03-11T10:57:45Z	https://github.com/tpayet/azurecitest
tscscs/tscscs	no	yes	no	0	0	no	2021-05-05T20:09:38Z	https://github.com/tscscs/tscscs
tuffk/lols	no	yes	no	0	0	no	2016-05-29T04:58:36Z	https://github.com/tuffk/lols
tw1shh/GUI	no	yes	no	0	0	no	2023-01-22T02:39:31Z	https://github.com/tw1shh/GUI
uaicoin/branding	no	yes	no	0	0	no	2018-04-11T03:01:37Z	https://github.com/uaicoin/branding
ulrich-barnstedt-archive/brainfuck.lol	no	yes	no	0	0	yes	2025-01-26T15:18:20Z	https://github.com/ulrich-barnstedt-archive/brainfuck.lol
ulrich-barnstedt/brainfuck-interpreters	no	yes	no	0	0	no	2025-01-26T14:56:26Z	https://github.com/ulrich-barnstedt/brainfuck-interpreters
unknowngam3s/unknowngam3s.github.io	no	yes	no	0	0	no	2024-12-12T03:15:53Z	https://github.com/unknowngam3s/unknowngam3s.github.io
uselessproyects/kdsfd	no	yes	no	0	0	no	2021-10-08T18:43:42Z	https://github.com/uselessproyects/kdsfd
vVisage-gg/Rxnic	no	yes	no	0	0	no	2025-09-15T04:05:17Z	https://github.com/vVisage-gg/Rxnic
vVisage-gg/respiratory.lol	no	yes	no	0	0	no	2025-03-23T02:30:52Z	https://github.com/vVisage-gg/respiratory.lol
vVisage-gg/respiratory.lol-paid	no	yes	no	0	0	no	2025-05-07T05:18:03Z	https://github.com/vVisage-gg/respiratory.lol-paid
vanis1980/Vanis.LOL	no	yes	no	0	0	no	2022-02-25T23:44:23Z	https://github.com/vanis1980/Vanis.LOL
vcosqui/kubernetes-deployment-demo	no	yes	no	0	0	no	2018-04-12T16:06:17Z	https://github.com/vcosqui/kubernetes-deployment-demo
vincethecoder4/xRay.lol	no	yes	no	0	0	no	2025-05-16T13:57:04Z	https://github.com/vincethecoder4/xRay.lol
voqio/evo	no	yes	no	0	0	no	2023-07-16T11:52:20Z	https://github.com/voqio/evo
wattsap/lolearning	no	yes	no	0	0	no	2016-03-02T04:09:26Z	https://github.com/wattsap/lolearning
willfindlay/rms-guide	no	yes	no	0	0	no	2018-12-22T21:38:55Z	https://github.com/willfindlay/rms-guide
willfourtwenty/rush-team_project	no	yes	no	0	0	no	2024-06-04T20:46:53Z	https://github.com/willfourtwenty/rush-team_project
williamlaurent/hssi	no	yes	no	0	0	no	2025-04-28T04:36:52Z	https://github.com/williamlaurent/hssi
wonder-coconut/lolcode_circlejerk	no	yes	no	0	0	no	2021-02-19T07:40:29Z	https://github.com/wonder-coconut/lolcode_circlejerk
wydialang/lolcode-project	no	yes	no	0	0	no	2025-03-10T07:56:31Z	https://github.com/wydialang/lolcode-project
xStackScripts/Bronx.lol	no	yes	no	0	0	no	2025-12-25T04:56:00Z	https://github.com/xStackScripts/Bronx.lol
xedoyassine0-star/yassine-links	no	yes	no	0	0	no	2025-11-09T15:59:21Z	https://github.com/xedoyassine0-star/yassine-links
xyzvvvvq/scripts	no	yes	no	0	0	no	2025-09-24T01:22:35Z	https://github.com/xyzvvvvq/scripts
y00mkidd/Xyra.lol	no	yes	no	0	0	no	2024-06-24T14:40:10Z	https://github.com/y00mkidd/Xyra.lol
yashbee313839/LOLCODE-Scripts	no	yes	no	0	0	no	2018-03-22T07:11:15Z	https://github.com/yashbee313839/LOLCODE-Scripts
yktj1222/Polo.lol	no	yes	no	0	0	no	2025-02-19T19:03:05Z	https://github.com/yktj1222/Polo.lol
zachdeibert/lol-say	no	yes	no	0	0	no	2019-02-11T06:10:11Z	https://github.com/zachdeibert/lol-say
zen-teamm/solar.lol	no	yes	no	0	0	no	2024-10-03T12:43:12Z	https://github.com/zen-teamm/solar.lol
zidan4/miniature-adventure	no	yes	no	0	0	no	2025-05-25T05:36:50Z	https://github.com/zidan4/miniature-adventure
zkydzil/Dontlookintomycodes	no	yes	no	0	0	no	2025-04-13T14:07:10Z	https://github.com/zkydzil/Dontlookintomycodes
zo-chu/pizza_cutter	no	yes	no	0	0	no	2017-11-07T10:27:18Z	https://github.com/zo-chu/pizza_cutter
zxnmodsZ/xayius.gui	no	yes	no	0	0	no	2024-06-22T17:37:28Z	https://github.com/zxnmodsZ/xayius.gui
justinmeza/lci	yes	no	yes	10	0	no		https://github.com/justinmeza/lci
DvaeFroot/cmsc124-lolcode-interpreter	yes	no	yes	4	0	no		https://github.com/DvaeFroot/cmsc124-lolcode-interpreter
jpcarreon/loco	yes	no	yes	4	0	no		https://github.com/jpcarreon/loco
jD91mZM2/rust-lci	yes	no	yes	3	0	no		https://github.com/jD91mZM2/rust-lci
nicodecastro/lolcode-interpreter	yes	no	yes	3	0	no		https://github.com/nicodecastro/lolcode-interpreter
LeartS/loleuler	yes	yes	yes	2	18	no	2023-11-14T11:26:47Z	https://github.com/LeartS/loleuler
markjreed/eulol	yes	yes	yes	2	7	no	2023-02-14T21:47:57Z	https://github.com/markjreed/eulol
seanpm2001/Learn-LOLCODE	yes	yes	yes	2	2	no	2024-05-02T22:04:38Z	https://github.com/seanpm2001/Learn-LOLCODE
JasonBock/LOLCode.net	yes	no	yes	2	0	no		https://github.com/JasonBock/LOLCode.net
garthendrich/lolcode-interpreter	yes	no	yes	2	0	no		https://github.com/garthendrich/lolcode-interpreter
SallySanban/LOLCODE-Interpreter	yes	no	yes	1	0	no		https://github.com/SallySanban/LOLCODE-Interpreter
maadriana/lolcode-interpreter	yes	no	yes	1	0	no		https://github.com/maadriana/lolcode-interpreter
nfenciso1/lolcode-interpreter	yes	no	yes	1	0	no		https://github.com/nfenciso1/lolcode-interpreter
justinmeza/httpd.lol	yes	yes	no	0	137	no	2026-01-12T05:04:04Z	https://github.com/justinmeza/httpd.lol
aurasphere/ftpd.lol	yes	yes	no	0	3	no	2024-05-02T22:04:38Z	https://github.com/aurasphere/ftpd.lol
theDrake/lolcode-experiments	yes	yes	no	0	3	no	2023-08-24T18:24:45Z	https://github.com/theDrake/lolcode-experiments
shaunlgs/lolcode-simple-algorithms	yes	yes	no	0	1	no	2025-02-19T18:11:32Z	https://github.com/shaunlgs/lolcode-simple-algorithms
SomeUnusualGames/Flag-Wars-3-LOLCODE	yes	yes	no	0	0	no	2023-08-13T22:17:20Z	https://github.com/SomeUnusualGames/Flag-Wars-3-LOLCODE
